srcpos,srcwell,destpos,destwell,vol
mixing_plate,1,dest_plate,1,7.999999999999999
mixing_plate,2,dest_plate,1,7.999999999999999
mixing_plate,4,dest_plate,1,7.999999999999999
mixing_plate,6,dest_plate,1,7.999999999999998
mixing_plate,8,dest_plate,1,8.0
mixing_plate,10,dest_plate,1,7.999999999999999
mixing_plate,12,dest_plate,1,8.0
mixing_plate,14,dest_plate,1,7.999999999999999
mixing_plate,1,dest_plate,9,8.0
mixing_plate,2,dest_plate,9,8.0
mixing_plate,4,dest_plate,9,7.999999999999999
mixing_plate,6,dest_plate,9,7.999999999999999
mixing_plate,8,dest_plate,9,8.0
mixing_plate,10,dest_plate,9,8.0
mixing_plate,12,dest_plate,9,8.0
mixing_plate,14,dest_plate,9,8.0
mixing_plate,1,dest_plate,17,7.999999999999999
mixing_plate,2,dest_plate,17,7.999999999999999
mixing_plate,4,dest_plate,17,7.999999999999998
mixing_plate,6,dest_plate,17,7.999999999999998
mixing_plate,8,dest_plate,17,8.0
mixing_plate,10,dest_plate,17,8.0
mixing_plate,12,dest_plate,17,8.0
mixing_plate,14,dest_plate,17,8.0
mixing_plate,15,dest_plate,2,8.000000000000002
mixing_plate,2,dest_plate,2,27.26891916632801
mixing_plate,4,dest_plate,2,23.0278813694729
mixing_plate,6,dest_plate,2,17.26077891979034
mixing_plate,8,dest_plate,2,8.582240115934265
mixing_plate,10,dest_plate,2,11.593249669661589
mixing_plate,16,dest_plate,2,8.0
mixing_plate,14,dest_plate,2,25.115343201690738
mixing_plate,15,dest_plate,10,8.0
mixing_plate,2,dest_plate,10,27.26891916632801
mixing_plate,4,dest_plate,10,23.0278813694729
mixing_plate,6,dest_plate,10,17.26077891979034
mixing_plate,8,dest_plate,10,8.582240115934265
mixing_plate,10,dest_plate,10,11.593249669661587
mixing_plate,16,dest_plate,10,8.0
mixing_plate,14,dest_plate,10,25.115343201690738
mixing_plate,15,dest_plate,18,8.000000000000002
mixing_plate,2,dest_plate,18,27.268919166328015
mixing_plate,4,dest_plate,18,23.0278813694729
mixing_plate,6,dest_plate,18,17.26077891979034
mixing_plate,8,dest_plate,18,8.582240115934267
mixing_plate,10,dest_plate,18,11.593249669661589
mixing_plate,16,dest_plate,18,8.000000000000002
mixing_plate,14,dest_plate,18,25.115343201690738
mixing_plate,1,dest_plate,3,6.485393976092942
mixing_plate,2,dest_plate,3,20.672218706700875
mixing_plate,3,dest_plate,3,33.248195162838115
mixing_plate,6,dest_plate,3,13.238831781551651
mixing_plate,17,dest_plate,3,7.999999999999998
mixing_plate,10,dest_plate,3,5.032523791392053
mixing_plate,18,dest_plate,3,7.999999999999999
mixing_plate,14,dest_plate,3,11.292306020978472
mixing_plate,1,dest_plate,11,6.485393976092942
mixing_plate,2,dest_plate,11,20.67221870670087
mixing_plate,3,dest_plate,11,33.248195162838115
mixing_plate,6,dest_plate,11,13.238831781551651
mixing_plate,17,dest_plate,11,7.999999999999997
mixing_plate,10,dest_plate,11,5.032523791392053
mixing_plate,18,dest_plate,11,8.0
mixing_plate,14,dest_plate,11,11.29230602097847
mixing_plate,1,dest_plate,19,6.485393976092942
mixing_plate,2,dest_plate,19,20.672218706700868
mixing_plate,3,dest_plate,19,33.248195162838115
mixing_plate,6,dest_plate,19,13.238831781551651
mixing_plate,17,dest_plate,19,7.999999999999997
mixing_plate,10,dest_plate,19,5.032523791392052
mixing_plate,18,dest_plate,19,7.999999999999999
mixing_plate,14,dest_plate,19,11.29230602097847
mixing_plate,19,dest_plate,4,8.0
mixing_plate,1,dest_plate,4,15.844281651610988
mixing_plate,2,dest_plate,4,18.35474698191958
mixing_plate,3,dest_plate,4,47.79358719958252
mixing_plate,6,dest_plate,4,11.588435308963497
mixing_plate,17,dest_plate,4,8.758258054168412
mixing_plate,20,dest_plate,4,7.999999999999998
mixing_plate,16,dest_plate,4,10.446726090903883
mixing_plate,14,dest_plate,4,5.832015053930189
mixing_plate,19,dest_plate,12,8.0
mixing_plate,1,dest_plate,12,15.84428165161099
mixing_plate,2,dest_plate,12,18.35474698191958
mixing_plate,3,dest_plate,12,47.79358719958252
mixing_plate,6,dest_plate,12,11.588435308963497
mixing_plate,17,dest_plate,12,8.758258054168412
mixing_plate,20,dest_plate,12,7.999999999999999
mixing_plate,16,dest_plate,12,10.446726090903883
mixing_plate,14,dest_plate,12,5.832015053930189
mixing_plate,19,dest_plate,20,8.000000000000002
mixing_plate,1,dest_plate,20,15.844281651610991
mixing_plate,2,dest_plate,20,18.35474698191958
mixing_plate,3,dest_plate,20,47.793587199582525
mixing_plate,6,dest_plate,20,11.588435308963495
mixing_plate,17,dest_plate,20,8.75825805416841
mixing_plate,20,dest_plate,20,7.999999999999998
mixing_plate,16,dest_plate,20,10.446726090903883
mixing_plate,14,dest_plate,20,5.832015053930189
mixing_plate,21,dest_plate,5,7.999999999999999
mixing_plate,1,dest_plate,5,16.87017965787938
mixing_plate,2,dest_plate,5,25.294779919018538
mixing_plate,3,dest_plate,5,50.1370578639493
mixing_plate,6,dest_plate,5,14.212406895250062
mixing_plate,8,dest_plate,5,13.312455401558758
mixing_plate,10,dest_plate,5,10.375964498424555
mixing_plate,12,dest_plate,5,7.183651731794166
mixing_plate,14,dest_plate,5,13.484104099988482
mixing_plate,21,dest_plate,13,8.0
mixing_plate,1,dest_plate,13,16.87017965787938
mixing_plate,2,dest_plate,13,25.294779919018538
mixing_plate,3,dest_plate,13,50.1370578639493
mixing_plate,6,dest_plate,13,14.212406895250062
mixing_plate,8,dest_plate,13,13.31245540155876
mixing_plate,10,dest_plate,13,10.375964498424555
mixing_plate,12,dest_plate,13,7.183651731794165
mixing_plate,14,dest_plate,13,13.484104099988485
mixing_plate,21,dest_plate,21,7.999999999999999
mixing_plate,1,dest_plate,21,16.870179657879376
mixing_plate,2,dest_plate,21,25.294779919018534
mixing_plate,3,dest_plate,21,50.137057863949295
mixing_plate,6,dest_plate,21,14.212406895250064
mixing_plate,8,dest_plate,21,13.31245540155876
mixing_plate,10,dest_plate,21,10.375964498424555
mixing_plate,12,dest_plate,21,7.183651731794167
mixing_plate,14,dest_plate,21,13.484104099988484
mixing_plate,1,dest_plate,6,14.4014198285847
mixing_plate,2,dest_plate,6,23.532507346736764
mixing_plate,3,dest_plate,6,8.914296426470887
mixing_plate,6,dest_plate,6,9.036486467813106
mixing_plate,8,dest_plate,6,11.146188652263872
mixing_plate,10,dest_plate,6,14.91376659404674
mixing_plate,18,dest_plate,6,12.899539603069554
