srcpos,srcwell,destpos,destwell,vol
water_plate,30,dest_plate,33,180.0
water_plate,30,dest_plate,33,180.0
water_plate,28,dest_plate,33,88.07649964836219
water_plate,30,dest_plate,41,180.0
water_plate,30,dest_plate,41,180.0
water_plate,31,dest_plate,41,180.0
water_plate,31,dest_plate,41,180.0
water_plate,29,dest_plate,41,88.07649964836219
water_plate,32,dest_plate,26,180.0
water_plate,32,dest_plate,26,180.0
water_plate,32,dest_plate,26,180.0
water_plate,32,dest_plate,26,180.0
water_plate,32,dest_plate,26,119.4062313068398
water_plate,32,dest_plate,34,180.0
water_plate,32,dest_plate,34,180.0
water_plate,33,dest_plate,34,180.0
water_plate,33,dest_plate,34,180.0
water_plate,32,dest_plate,34,119.4062313068398
water_plate,33,dest_plate,42,180.0
water_plate,33,dest_plate,42,180.0
water_plate,33,dest_plate,42,180.0
water_plate,33,dest_plate,42,180.0
water_plate,33,dest_plate,42,119.4062313068398
water_plate,34,dest_plate,27,180.0
water_plate,34,dest_plate,27,180.0
water_plate,34,dest_plate,27,180.0
water_plate,34,dest_plate,27,180.0
water_plate,31,dest_plate,27,96.70402415585659
water_plate,34,dest_plate,35,180.0
water_plate,34,dest_plate,35,180.0
water_plate,35,dest_plate,35,180.0
water_plate,35,dest_plate,35,180.0
water_plate,33,dest_plate,35,96.70402415585647
water_plate,35,dest_plate,43,180.0
water_plate,35,dest_plate,43,180.0
water_plate,35,dest_plate,43,180.0
water_plate,35,dest_plate,43,180.0
water_plate,34,dest_plate,43,96.70402415585647
water_plate,37,dest_plate,28,180.0
water_plate,37,dest_plate,28,180.0
water_plate,37,dest_plate,28,180.0
water_plate,37,dest_plate,28,180.0
water_plate,37,dest_plate,28,156.5566433423803
water_plate,37,dest_plate,36,180.0
water_plate,37,dest_plate,36,180.0
water_plate,38,dest_plate,36,180.0
water_plate,38,dest_plate,36,169.11920929965038
water_plate,38,dest_plate,44,180.0
water_plate,38,dest_plate,44,180.0
water_plate,38,dest_plate,44,180.0
water_plate,38,dest_plate,44,169.11920929965027
water_plate,40,dest_plate,29,180.0
water_plate,41,dest_plate,29,180.0
water_plate,41,dest_plate,29,180.0
water_plate,41,dest_plate,29,180.0
water_plate,41,dest_plate,29,115.82005206164547
water_plate,41,dest_plate,37,180.0
water_plate,41,dest_plate,37,180.0
water_plate,41,dest_plate,37,180.0
water_plate,41,dest_plate,37,180.0
water_plate,3,dest_plate,37,12.673624469045876
water_plate,42,dest_plate,45,180.0
water_plate,42,dest_plate,45,180.0
water_plate,42,dest_plate,45,180.0
water_plate,42,dest_plate,45,180.0
water_plate,4,dest_plate,45,12.673624469045762
water_plate,42,dest_plate,30,180.0
water_plate,42,dest_plate,30,180.0
water_plate,42,dest_plate,30,180.0
water_plate,42,dest_plate,30,180.0
water_plate,7,dest_plate,30,40.7164555894758
water_plate,43,dest_plate,38,180.0
water_plate,43,dest_plate,38,180.0
water_plate,43,dest_plate,38,180.0
water_plate,43,dest_plate,38,180.0
water_plate,4,dest_plate,38,26.659699753280393
water_plate,44,dest_plate,46,180.0
water_plate,44,dest_plate,46,180.0
water_plate,44,dest_plate,46,180.0
water_plate,44,dest_plate,46,180.0
water_plate,44,dest_plate,46,180.0
water_plate,2,dest_plate,46,10.140157284542397
water_plate,45,dest_plate,31,180.0
water_plate,45,dest_plate,31,180.0
water_plate,45,dest_plate,31,180.0
water_plate,45,dest_plate,31,180.0
water_plate,41,dest_plate,31,165.46035435472493
water_plate,46,dest_plate,39,180.0
water_plate,46,dest_plate,39,180.0
water_plate,46,dest_plate,39,180.0
water_plate,46,dest_plate,39,180.0
water_plate,46,dest_plate,39,118.50087913094
water_plate,47,dest_plate,47,180.0
water_plate,47,dest_plate,47,180.0
water_plate,47,dest_plate,47,180.0
water_plate,47,dest_plate,47,180.0
water_plate,46,dest_plate,47,169.66601766260396
